correctsVec,actsVec,actsVec2,desiredsVec,actsOfTrueClass,actsOfFalseClass,actsDifference,guessesVec,signedActs,xval_iter,signedEv,unsignedEv,subs
0,0.05785,0.94215,1,0.05785,0.94215,-0.8843,2,-0.44215,1,-2.7903,-2.7903,1
0,0.05732,0.94268,1,0.05732,0.94268,-0.88536,2,-0.44268,1,-2.8001,-2.8001,1
0,0.067801,0.9322,1,0.067801,0.9322,-0.8644,2,-0.4322,1,-2.621,-2.621,1
0,0.39458,0.60542,1,0.39458,0.60542,-0.21084,2,-0.10542,1,-0.4281,-0.4281,1
1,0.51013,0.48987,1,0.51013,0.48987,0.020258,1,0.010129,1,0.040521,0.040521,1
0,0.48279,0.51721,1,0.48279,0.51721,-0.034419,2,-0.017209,1,-0.068865,-0.068865,1
1,0.56263,0.43737,1,0.56263,0.43737,0.12525,1,0.062627,1,0.25183,0.25183,1
0,0.38568,0.61432,1,0.38568,0.61432,-0.22864,2,-0.11432,1,-0.4655,-0.4655,1
0,0.3818,0.6182,1,0.3818,0.6182,-0.2364,2,-0.1182,1,-0.48191,-0.48191,1
1,0.53213,0.46787,1,0.53213,0.46787,0.064262,1,0.032131,1,0.1287,0.1287,1
0,0.46031,0.53969,1,0.46031,0.53969,-0.079383,2,-0.039691,1,-0.1591,-0.1591,1
0,0.42981,0.57019,1,0.42981,0.57019,-0.14039,2,-0.070195,1,-0.28265,-0.28265,1
0,0.90583,0.09417,2,0.09417,0.90583,-0.81166,1,-0.40583,1,2.2638,-2.2638,1
0,0.92177,0.078227,2,0.078227,0.92177,-0.84355,1,-0.42177,1,2.4667,-2.4667,1
0,0.78869,0.21131,2,0.21131,0.78869,-0.57739,1,-0.28869,1,1.3171,-1.3171,1
0,0.8493,0.1507,2,0.1507,0.8493,-0.6986,1,-0.3493,1,1.7291,-1.7291,1
0,0.87394,0.12606,2,0.12606,0.87394,-0.74788,1,-0.37394,1,1.9363,-1.9363,1
0,0.82481,0.17519,2,0.17519,0.82481,-0.64961,1,-0.32481,1,1.5493,-1.5493,1
0,0.88753,0.11247,2,0.11247,0.88753,-0.77507,1,-0.38753,1,2.0658,-2.0658,1
0,0.73029,0.26971,2,0.26971,0.73029,-0.46059,1,-0.23029,1,0.99612,-0.99612,1
0,0.88059,0.11941,2,0.11941,0.88059,-0.76119,1,-0.38059,1,1.9981,-1.9981,1
0,0.89215,0.10785,2,0.10785,0.89215,-0.78431,1,-0.39215,1,2.1129,-2.1129,1
0,0.84807,0.15193,2,0.15193,0.84807,-0.69614,1,-0.34807,1,1.7195,-1.7195,1
0,0.71968,0.28032,2,0.28032,0.71968,-0.43936,1,-0.21968,1,0.94288,-0.94288,1
0,0.85638,0.14362,2,0.14362,0.85638,-0.71276,1,-0.35638,1,1.7855,-1.7855,1
0,0.64238,0.35762,2,0.35762,0.64238,-0.28477,1,-0.14238,1,0.58573,-0.58573,1
0,0.86504,0.13496,2,0.13496,0.86504,-0.73008,1,-0.36504,1,1.8578,-1.8578,1
0,0.80094,0.19906,2,0.19906,0.80094,-0.60187,1,-0.30094,1,1.3922,-1.3922,1
0,0.82071,0.17929,2,0.17929,0.82071,-0.64141,1,-0.32071,1,1.5211,-1.5211,1
0,0.82372,0.17628,2,0.17628,0.82372,-0.64744,1,-0.32372,1,1.5418,-1.5418,1
0,0.8056,0.1944,2,0.1944,0.8056,-0.6112,1,-0.3056,1,1.4217,-1.4217,1
0,0.72449,0.27551,2,0.27551,0.72449,-0.44898,1,-0.22449,1,0.96685,-0.96685,1
1,0.45327,0.54673,2,0.54673,0.45327,0.09345,2,0.046725,1,-0.18745,0.18745,1
1,0.49127,0.50873,2,0.50873,0.49127,0.017452,2,0.0087261,1,-0.034908,0.034908,1
0,0.5117,0.4883,2,0.4883,0.5117,-0.023398,1,-0.011699,1,0.046804,-0.046805,1
1,0.38283,0.61717,2,0.61717,0.38283,0.23434,2,0.11717,1,-0.47755,0.47755,1
0,0.5468,0.4532,2,0.4532,0.5468,-0.093597,1,-0.046799,1,0.18774,-0.18774,1
1,0.36546,0.63454,2,0.63454,0.36546,0.26909,2,0.13454,1,-0.55176,0.55176,1
0,0.50708,0.49292,2,0.49292,0.50708,-0.01416,1,-0.0070801,1,0.028322,-0.028322,1
0,0.54307,0.45693,2,0.45693,0.54307,-0.086142,1,-0.043071,1,0.17271,-0.17271,1
0,0.65042,0.34958,2,0.34958,0.65042,-0.30084,1,-0.15042,1,0.62089,-0.62089,1
1,0.41582,0.58418,2,0.58418,0.41582,0.16836,2,0.084181,1,-0.33996,0.33996,1
1,0.061568,0.93843,2,0.93843,0.061568,0.87686,2,0.43843,1,-2.7241,2.7241,1
1,0.10125,0.89875,2,0.89875,0.10125,0.7975,2,0.39875,1,-2.1834,2.1834,1
1,0.067468,0.93253,2,0.93253,0.067468,0.86506,2,0.43253,1,-2.6263,2.6263,1
1,0.049665,0.95034,2,0.95034,0.049665,0.90067,2,0.45034,1,-2.9515,2.9515,1
1,0.049297,0.9507,2,0.9507,0.049297,0.90141,2,0.4507,1,-2.9593,2.9593,1
1,0.046704,0.9533,2,0.9533,0.046704,0.90659,2,0.4533,1,-3.0161,3.0161,1
1,0.063622,0.93638,2,0.93638,0.063622,0.87276,2,0.43638,1,-2.6891,2.6891,1
1,0.049299,0.9507,2,0.9507,0.049299,0.9014,2,0.4507,1,-2.9593,2.9593,1
1,0.043665,0.95634,2,0.95634,0.043665,0.91267,2,0.45634,1,-3.0866,3.0866,1
1,0.041582,0.95842,2,0.95842,0.041582,0.91684,2,0.45842,1,-3.1376,3.1376,1
1,0.98382,0.016183,1,0.98382,0.016183,0.96763,1,0.48382,1,4.1075,4.1075,1
1,0.97796,0.022042,1,0.97796,0.022042,0.95592,1,0.47796,1,3.7925,3.7925,1
1,0.97843,0.021569,1,0.97843,0.021569,0.95686,1,0.47843,1,3.8147,3.8147,1
1,0.98289,0.017106,1,0.98289,0.017106,0.96579,1,0.48289,1,4.0511,4.0511,1
1,0.9708,0.029202,1,0.9708,0.029202,0.9416,1,0.4708,1,3.5039,3.5039,1
1,0.98216,0.017838,1,0.98216,0.017838,0.96432,1,0.48216,1,4.0085,4.0085,1
1,0.98632,0.013681,1,0.98632,0.013681,0.97264,1,0.48632,1,4.278,4.278,1
1,0.94366,0.056336,1,0.94366,0.056336,0.88733,1,0.44366,1,2.8184,2.8184,1
1,0.98231,0.017688,1,0.98231,0.017688,0.96462,1,0.48231,1,4.017,4.017,1
1,0.98512,0.014883,1,0.98512,0.014883,0.97023,1,0.48512,1,4.1925,4.1925,1
0,0.052868,0.94713,1,0.052868,0.94713,-0.89426,2,-0.44713,1,-2.8856,-2.8856,1
0,0.071793,0.92821,1,0.071793,0.92821,-0.85641,2,-0.42821,1,-2.5595,-2.5595,1
0,0.090968,0.90903,1,0.090968,0.90903,-0.81806,2,-0.40903,1,-2.3019,-2.3019,1
0,0.074166,0.92583,1,0.074166,0.92583,-0.85167,2,-0.42583,1,-2.5244,-2.5244,1
0,0.094448,0.90555,1,0.094448,0.90555,-0.8111,2,-0.40555,1,-2.2605,-2.2605,1
0,0.077174,0.92283,1,0.077174,0.92283,-0.84565,2,-0.42283,1,-2.4814,-2.4814,1
0,0.038404,0.9616,1,0.038404,0.9616,-0.92319,2,-0.4616,1,-3.2204,-3.2204,1
0,0.059979,0.94002,1,0.059979,0.94002,-0.88004,2,-0.44002,1,-2.7519,-2.7519,1
0,0.031495,0.9685,1,0.031495,0.9685,-0.93701,2,-0.4685,1,-3.4259,-3.4259,1
0,0.080567,0.91943,1,0.080567,0.91943,-0.83887,2,-0.41943,1,-2.4347,-2.4347,1
0,0.46511,0.53489,1,0.46511,0.53489,-0.069781,2,-0.034891,1,-0.13979,-0.13979,1
0,0.29628,0.70372,1,0.29628,0.70372,-0.40743,2,-0.20372,1,-0.86506,-0.86506,1
0,0.36835,0.63165,1,0.36835,0.63165,-0.26331,2,-0.13165,1,-0.53932,-0.53932,1
0,0.27102,0.72898,1,0.27102,0.72898,-0.45796,2,-0.22898,1,-0.98944,-0.98944,1
1,0.5839,0.4161,1,0.5839,0.4161,0.16781,1,0.083903,1,0.33882,0.33882,1
0,0.48265,0.51735,1,0.48265,0.51735,-0.034706,2,-0.017353,1,-0.06944,-0.06944,1
0,0.30837,0.69163,1,0.30837,0.69163,-0.38326,2,-0.19163,1,-0.80775,-0.80775,1
0,0.30062,0.69938,1,0.30062,0.69938,-0.39877,2,-0.19938,1,-0.84437,-0.84437,1
0,0.41201,0.58799,1,0.41201,0.58799,-0.17599,2,-0.087993,1,-0.35567,-0.35567,1
1,0.15791,0.84209,2,0.84209,0.15791,0.68418,2,0.34209,1,-1.6739,1.6739,1
1,0.23001,0.76999,2,0.76999,0.23001,0.53997,2,0.26999,1,-1.2082,1.2082,1
1,0.29015,0.70985,2,0.70985,0.29015,0.41969,2,0.20985,1,-0.89464,0.89464,1
1,0.22831,0.77169,2,0.77169,0.22831,0.54338,2,0.27169,1,-1.2179,1.2179,1
1,0.30441,0.69559,2,0.69559,0.30441,0.39119,2,0.19559,1,-0.8264,0.8264,1
