name,mean_auc,sem_auc,subNo,auc,xvalIterReported,condNames,which_traintest,roiName,num_results_iter,scramble,trWeights,trWeights_train,trWeights_test
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49299,0.0028441,s10,0.49477,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;0;1;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49299,0.0028441,s12,0.4948,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;0;1;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49299,0.0028441,s13,NaN,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;0;1;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49299,0.0028441,s14,0.49682,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;0;1;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49299,0.0028441,s15,0.49829,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;0;1;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49299,0.0028441,s16,0.5012,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;0;1;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49299,0.0028441,s17,0.46109,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;0;1;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49299,0.0028441,s18,0.52743,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;0;1;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49299,0.0028441,s19,0.49968,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;0;1;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49299,0.0028441,s20,0.48822,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;0;1;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49299,0.0028441,s21,0.47956,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;0;1;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49299,0.0028441,s22,0.48438,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;0;1;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49299,0.0028441,s23,0.50397,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;0;1;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49299,0.0028441,s24,0.51172,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;0;1;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49299,0.0028441,s25,0.47549,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;0;1;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49299,0.0028441,s26,0.51001,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;0;1;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s01,0.52048,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s03,NaN,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s04,0.51663,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s05,0.48414,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s06,0.50043,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s07,0.48494,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s08,0.47197,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s09,0.49487,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s10,0.52511,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s12,0.44064,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s13,NaN,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s14,0.49492,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s15,0.49257,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s16,0.50941,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s17,0.48617,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s18,0.47606,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s19,0.49446,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s20,0.51989,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s21,0.47299,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s22,0.53237,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s23,0.49732,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s24,0.50808,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s25,0.48266,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49603,0.0042436,s26,0.51801,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;0;1;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s01,0.50714,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s03,NaN,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s04,0.49722,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s05,0.4893,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s06,0.49692,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s07,0.44245,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s08,0.49639,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s09,0.51667,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s10,0.4909,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s12,0.47659,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s13,NaN,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s14,0.49589,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s15,0.49078,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s16,0.50557,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s17,0.5121,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s18,0.47699,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s19,0.52931,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s20,0.49376,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s21,0.4723,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s22,0.54865,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s23,0.47209,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s24,0.47564,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s25,0.50353,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.49537,0.0043598,s26,0.48564,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,0;1;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.50327,0.0035053,s01,0.53878,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,1;0;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.50327,0.0035053,s03,NaN,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,1;0;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.50327,0.0035053,s04,0.50696,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,1;0;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.50327,0.0035053,s05,0.51731,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,1;0;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.50327,0.0035053,s06,0.50464,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,1;0;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.50327,0.0035053,s07,0.47045,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,1;0;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.50327,0.0035053,s08,0.49943,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,1;0;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.50327,0.0035053,s09,0.50189,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,1;0;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.50327,0.0035053,s10,0.47915,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,1;0;0;0;0;0
scrambled_conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0__0__1__0__0__0_te1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.50327,0.0035053,s12,0.47007,2,hit;cr,1;1;1;1;2;2;2;2,SEPT09_MVPA_MASK_resliced4mm.nii,10,1,,0;0;1;0;0;0,1;0;0;0;0;0
