correctsVec,actsVec,actsVec2,desiredsVec,actsOfTrueClass,actsOfFalseClass,actsDifference,guessesVec,signedActs,xval_iter,signedEv,unsignedEv,runsVec,subs
1,0.00012871,0.99987,2,0.99987,0.00012871,0.99974,2,0.49987,1,-8.9578,8.9578,2,1
1,8.0176e-06,0.99999,2,0.99999,8.0176e-06,0.99998,2,0.49999,1,-11.7339,11.7339,2,1
1,7.2923e-05,0.99993,2,0.99993,7.2923e-05,0.99985,2,0.49993,1,-9.526,9.526,2,1
1,4.2792e-05,0.99996,2,0.99996,4.2792e-05,0.99991,2,0.49996,1,-10.0591,10.0591,2,1
1,5.0355e-05,0.99995,2,0.99995,5.0355e-05,0.9999,2,0.49995,1,-9.8964,9.8964,2,1
1,9.6825e-05,0.9999,2,0.9999,9.6825e-05,0.99981,2,0.4999,1,-9.2425,9.2425,2,1
1,4.1488e-05,0.99996,2,0.99996,4.1488e-05,0.99992,2,0.49996,1,-10.0901,10.0901,2,1
0,0.056592,0.94341,1,0.056592,0.94341,-0.88682,2,-0.44341,1,-2.8136,-2.8136,2,1
0,0.037666,0.96233,1,0.037666,0.96233,-0.92467,2,-0.46233,1,-3.2406,-3.2406,2,1
0,0.26407,0.73593,1,0.26407,0.73593,-0.47185,2,-0.23593,1,-1.0249,-1.0249,2,1
0,0.10374,0.89626,1,0.10374,0.89626,-0.79253,2,-0.39626,1,-2.1564,-2.1564,2,1
0,0.11825,0.88175,1,0.11825,0.88175,-0.7635,2,-0.38175,1,-2.0091,-2.0091,2,1
0,0.11294,0.88706,1,0.11294,0.88706,-0.77411,2,-0.38706,1,-2.061,-2.061,2,1
0,0.29152,0.70848,1,0.29152,0.70848,-0.41695,2,-0.20848,1,-0.88799,-0.88799,2,1
0,0.31179,0.68821,1,0.31179,0.68821,-0.37642,2,-0.18821,1,-0.79177,-0.79177,2,1
0,0.098923,0.90108,1,0.098923,0.90108,-0.80215,2,-0.40108,1,-2.2092,-2.2092,2,1
1,0.077001,0.923,2,0.923,0.077001,0.846,2,0.423,1,-2.4838,2.4838,2,1
1,0.029215,0.97079,2,0.97079,0.029215,0.94157,2,0.47079,1,-3.5034,3.5034,2,1
1,0.19029,0.80971,2,0.80971,0.19029,0.61942,2,0.30971,1,-1.4481,1.4481,2,1
1,0.26233,0.73767,2,0.73767,0.26233,0.47535,2,0.23767,1,-1.0339,1.0339,2,1
0,0.64691,0.35309,2,0.35309,0.64691,-0.29382,1,-0.14691,1,0.60548,-0.60548,2,1
1,0.013659,0.98634,2,0.98634,0.013659,0.97268,2,0.48634,1,-4.2796,4.2796,2,1
1,0.17494,0.82506,2,0.82506,0.17494,0.65013,2,0.32506,1,-1.551,1.551,2,1
1,0.11045,0.88955,2,0.88955,0.11045,0.7791,2,0.38955,1,-2.0861,2.0861,2,1
1,0.052308,0.94769,2,0.94769,0.052308,0.89538,2,0.44769,1,-2.8969,2.8969,2,1
1,0.12202,0.87798,2,0.87798,0.12202,0.75595,2,0.37798,1,-1.9734,1.9734,2,1
0,0.27556,0.72444,1,0.27556,0.72444,-0.44888,2,-0.22444,1,-0.96659,-0.96659,2,1
0,0.36349,0.63651,1,0.36349,0.63651,-0.27303,2,-0.13651,1,-0.56026,-0.56026,2,1
0,0.07546,0.92454,1,0.07546,0.92454,-0.84908,2,-0.42454,1,-2.5057,-2.5057,2,1
0,0.11148,0.88852,1,0.11148,0.88852,-0.77704,2,-0.38852,1,-2.0757,-2.0757,2,1
0,0.24203,0.75797,1,0.24203,0.75797,-0.51594,2,-0.25797,1,-1.1416,-1.1416,2,1
0,0.44076,0.55924,1,0.44076,0.55924,-0.11848,2,-0.059242,1,-0.23809,-0.23809,2,1
0,0.99672,0.0032778,2,0.0032778,0.99672,-0.99344,1,-0.49672,1,5.7173,-5.7173,2,1
0,0.99801,0.0019901,2,0.0019901,0.99801,-0.99602,1,-0.49801,1,6.2176,-6.2176,2,1
0,0.99878,0.0012166,2,0.0012166,0.99878,-0.99757,1,-0.49878,1,6.7104,-6.7104,2,1
0,0.99845,0.00155,2,0.00155,0.99845,-0.9969,1,-0.49845,1,6.468,-6.468,2,1
0,0.9987,0.0012959,2,0.0012959,0.9987,-0.99741,1,-0.4987,1,6.6473,-6.6473,2,1
0,0.99934,0.00066151,2,0.00066151,0.99934,-0.99868,1,-0.49934,1,7.3203,-7.3203,2,1
0,0.99898,0.0010197,2,0.0010197,0.99898,-0.99796,1,-0.49898,1,6.8872,-6.8872,2,1
0,0.99967,0.00033475,2,0.00033475,0.99967,-0.99933,1,-0.49967,1,8.0018,-8.0018,2,1
0,0.99708,0.0029235,2,0.0029235,0.99708,-0.99415,1,-0.49708,1,5.832,-5.832,2,1
0,0.99925,0.0007497,2,0.0007497,0.99925,-0.9985,1,-0.49925,1,7.1951,-7.1951,2,1
0,0.9999,0.00010167,2,0.00010167,0.9999,-0.9998,1,-0.4999,1,9.1937,-9.1937,2,1
0,0.99987,0.00012997,2,0.00012997,0.99987,-0.99974,1,-0.49987,1,8.9481,-8.9481,2,1
0,0.99987,0.00012914,2,0.00012914,0.99987,-0.99974,1,-0.49987,1,8.9545,-8.9545,2,1
0,0.99995,4.5474e-05,2,4.5474e-05,0.99995,-0.99991,1,-0.49995,1,9.9983,-9.9983,2,1
0,0.99983,0.00016725,2,0.00016725,0.99983,-0.99967,1,-0.49983,1,8.6959,-8.6959,2,1
0,0.99996,3.5216e-05,2,3.5216e-05,0.99996,-0.99993,1,-0.49996,1,10.254,-10.254,2,1
0,0.99997,3.1455e-05,2,3.1455e-05,0.99997,-0.99994,1,-0.49997,1,10.3669,-10.3669,2,1
0,0.99995,4.7988e-05,2,4.7988e-05,0.99995,-0.9999,1,-0.49995,1,9.9445,-9.9445,2,1
0,0.99991,9.1004e-05,2,9.1004e-05,0.99991,-0.99982,1,-0.49991,1,9.3045,-9.3045,2,1
0,0.99993,7.4399e-05,2,7.4399e-05,0.99993,-0.99985,1,-0.49993,1,9.506,-9.506,2,1
0,1.1908e-06,1,1,1.1908e-06,1,-1,2,-0.5,1,-13.6409,-13.6409,2,1
0,5.9965e-07,1,1,5.9965e-07,1,-1,2,-0.5,1,-14.3269,-14.3269,2,1
0,9.5974e-06,0.99999,1,9.5974e-06,0.99999,-0.99998,2,-0.49999,1,-11.554,-11.554,2,1
0,4.4402e-08,1,1,4.4402e-08,1,-1,2,-0.5,1,-16.93,-16.93,2,1
0,9.7095e-07,1,1,9.7095e-07,1,-1,2,-0.5,1,-13.845,-13.845,2,1
0,5.46e-07,1,1,5.46e-07,1,-1,2,-0.5,1,-14.4206,-14.4206,2,1
0,2.4481e-06,1,1,2.4481e-06,1,-1,2,-0.5,1,-12.9202,-12.9202,2,1
0,2.3985e-06,1,1,2.3985e-06,1,-1,2,-0.5,1,-12.9406,-12.9406,2,1
0,1.1608e-05,0.99999,1,1.1608e-05,0.99999,-0.99998,2,-0.49999,1,-11.3638,-11.3638,2,1
0,2.4832e-06,1,1,2.4832e-06,1,-1,2,-0.5,1,-12.906,-12.906,2,1
1,0.99999,7.4437e-06,1,0.99999,7.4437e-06,0.99999,1,0.49999,1,11.8081,11.8081,2,1
1,1,3.0115e-06,1,1,3.0115e-06,0.99999,1,0.5,1,12.7131,12.7131,2,1
1,0.99999,6.9396e-06,1,0.99999,6.9396e-06,0.99999,1,0.49999,1,11.8783,11.8783,2,1
1,1,2.2527e-06,1,1,2.2527e-06,1,1,0.5,1,13.0034,13.0034,2,1
1,1,4.7499e-06,1,1,4.7499e-06,0.99999,1,0.5,1,12.2574,12.2574,2,1
1,1,4.6697e-06,1,1,4.6697e-06,0.99999,1,0.5,1,12.2744,12.2744,2,1
1,1,2.0279e-06,1,1,2.0279e-06,1,1,0.5,1,13.1085,13.1085,2,1
1,1,4.2144e-06,1,1,4.2144e-06,0.99999,1,0.5,1,12.377,12.377,2,1
1,0.99999,6.7344e-06,1,0.99999,6.7344e-06,0.99999,1,0.49999,1,11.9083,11.9083,2,1
1,2.7153e-07,1,2,1,2.7153e-07,1,2,0.5,1,-15.1192,15.1192,2,1
1,9.9547e-08,1,2,1,9.9547e-08,1,2,0.5,1,-16.1226,16.1226,2,1
1,4.9767e-07,1,2,1,4.9767e-07,1,2,0.5,1,-14.5133,14.5133,2,1
1,1.0053e-05,0.99999,2,0.99999,1.0053e-05,0.99998,2,0.49999,1,-11.5077,11.5077,2,1
1,9.695e-09,1,2,1,9.695e-09,1,2,0.5,1,-18.4517,18.4517,2,1
1,6.8671e-07,1,2,1,6.8671e-07,1,2,0.5,1,-14.1913,14.1913,2,1
1,4.3572e-07,1,2,1,4.3572e-07,1,2,0.5,1,-14.6463,14.6463,2,1
1,5.4261e-07,1,2,1,5.4261e-07,1,2,0.5,1,-14.4269,14.4269,2,1
1,4.434e-07,1,2,1,4.434e-07,1,2,0.5,1,-14.6288,14.6288,2,1
1,1.5906e-06,1,2,1,1.5906e-06,1,2,0.5,1,-13.3514,13.3514,2,1
1,1,3.3141e-06,1,1,3.3141e-06,0.99999,1,0.5,1,12.6173,12.6173,2,1
1,1,1.2698e-06,1,1,1.2698e-06,1,1,0.5,1,13.5767,13.5767,2,1
1,0.99998,1.6614e-05,1,0.99998,1.6614e-05,0.99997,1,0.49998,1,11.0052,11.0052,2,1
1,1,1.1719e-06,1,1,1.1719e-06,1,1,0.5,1,13.6569,13.6569,2,1
1,1,2.7891e-06,1,1,2.7891e-06,0.99999,1,0.5,1,12.7898,12.7898,2,1
1,1,2.828e-06,1,1,2.828e-06,0.99999,1,0.5,1,12.7759,12.7759,2,1
1,1,1.4259e-06,1,1,1.4259e-06,1,1,0.5,1,13.4607,13.4607,2,1
1,1,1.2015e-06,1,1,1.2015e-06,1,1,0.5,1,13.6319,13.6319,2,1
1,0.9332,0.066799,1,0.9332,0.066799,0.8664,1,0.4332,1,2.6369,2.6369,2,1
1,0.97148,0.028525,1,0.97148,0.028525,0.94295,1,0.47148,1,3.528,3.528,2,1
1,0.93059,0.069407,1,0.93059,0.069407,0.86119,1,0.43059,1,2.5958,2.5958,2,1
1,0.98698,0.013023,1,0.98698,0.013023,0.97395,1,0.48698,1,4.328,4.328,2,1
1,0.80802,0.19198,1,0.80802,0.19198,0.61605,1,0.30802,1,1.4372,1.4372,2,1
1,0.97673,0.023274,1,0.97673,0.023274,0.95345,1,0.47673,1,3.7369,3.7369,2,1
1,0.88864,0.11136,1,0.88864,0.11136,0.77728,1,0.38864,1,2.0769,2.0769,2,1
1,0.98028,0.019724,1,0.98028,0.019724,0.96055,1,0.48028,1,3.906,3.906,2,1
1,0.96395,0.036049,1,0.96395,0.036049,0.9279,1,0.46395,1,3.2862,3.2862,2,1
1,0.87972,0.12028,1,0.87972,0.12028,0.75945,1,0.37972,1,1.9898,1.9898,2,1
1,0.98861,0.01139,1,0.98861,0.01139,0.97722,1,0.48861,1,4.4635,4.4635,2,1
1,0.9848,0.015196,1,0.9848,0.015196,0.96961,1,0.4848,1,4.1714,4.1714,2,1
1,0.97709,0.022911,1,0.97709,0.022911,0.95418,1,0.47709,1,3.753,3.753,2,1
1,0.99561,0.0043922,1,0.99561,0.0043922,0.99122,1,0.49561,1,5.4235,5.4235,2,1
1,0.99394,0.0060604,1,0.99394,0.0060604,0.98788,1,0.49394,1,5.0999,5.0999,2,1
1,0.88901,0.11099,1,0.88901,0.11099,0.77802,1,0.38901,1,2.0807,2.0807,2,1
1,0.98867,0.011334,1,0.98867,0.011334,0.97733,1,0.48867,1,4.4685,4.4685,2,1
0,0.99989,0.00011034,2,0.00011034,0.99989,-0.99978,1,-0.49989,1,9.1118,-9.1118,2,1
0,0.99996,3.8805e-05,2,3.8805e-05,0.99996,-0.99992,1,-0.49996,1,10.1569,-10.1569,2,1
0,0.99995,5.3799e-05,2,5.3799e-05,0.99995,-0.99989,1,-0.49995,1,9.8302,-9.8302,2,1
0,0.99989,0.00011068,2,0.00011068,0.99989,-0.99978,1,-0.49989,1,9.1087,-9.1087,2,1
0,0.99986,0.0001363,2,0.0001363,0.99986,-0.99973,1,-0.49986,1,8.9005,-8.9005,2,1
0,0.99998,2.2167e-05,2,2.2167e-05,0.99998,-0.99996,1,-0.49998,1,10.7169,-10.7169,2,1
0,0.99993,7.4615e-05,2,7.4615e-05,0.99993,-0.99985,1,-0.49993,1,9.5031,-9.5031,2,1
0,0.99998,2.067e-05,2,2.067e-05,0.99998,-0.99996,1,-0.49998,1,10.7868,-10.7868,2,1
0,0.99991,8.8577e-05,2,8.8577e-05,0.99991,-0.99982,1,-0.49991,1,9.3316,-9.3316,2,1
0,0.99995,4.8987e-05,2,4.8987e-05,0.99995,-0.9999,1,-0.49995,1,9.9239,-9.9239,2,1
1,0.55486,0.44514,1,0.55486,0.44514,0.10971,1,0.054857,1,0.22032,0.22032,2,1
1,0.50512,0.49488,1,0.50512,0.49488,0.010245,1,0.0051223,1,0.02049,0.02049,2,1
1,0.72421,0.27579,1,0.72421,0.27579,0.44842,1,0.22421,1,0.96544,0.96544,2,1
0,0.099246,0.90075,1,0.099246,0.90075,-0.80151,2,-0.40075,1,-2.2056,-2.2056,2,1
1,0.61956,0.38044,1,0.61956,0.38044,0.23913,1,0.11956,1,0.4877,0.4877,2,1
1,0.72565,0.27435,1,0.72565,0.27435,0.4513,1,0.22565,1,0.97267,0.97267,2,1
0,0.28417,0.71583,1,0.28417,0.71583,-0.43167,2,-0.21583,1,-0.92389,-0.92389,2,1
0,0.395,0.605,1,0.395,0.605,-0.21,2,-0.105,1,-0.42634,-0.42634,2,1
0,0.31986,0.68014,1,0.31986,0.68014,-0.36027,2,-0.18014,1,-0.7544,-0.7544,2,1
0,0.47165,0.52835,1,0.47165,0.52835,-0.056709,2,-0.028355,1,-0.11354,-0.11354,2,1
1,2.3782e-08,1,2,1,2.3782e-08,1,2,0.5,1,-17.5543,17.5543,2,1
1,9.3495e-09,1,2,1,9.3495e-09,1,2,0.5,1,-18.4879,18.4879,2,1
1,1.8245e-07,1,2,1,1.8245e-07,1,2,0.5,1,-15.5168,15.5168,2,1
1,1.8952e-09,1,2,1,1.8952e-09,1,2,0.5,1,-20.084,20.084,2,1
1,1.3915e-08,1,2,1,1.3915e-08,1,2,0.5,1,-18.0903,18.0903,2,1
1,2.1881e-08,1,2,1,2.1881e-08,1,2,0.5,1,-17.6377,17.6377,2,1
1,2.9872e-08,1,2,1,2.9872e-08,1,2,0.5,1,-17.3263,17.3263,2,1
1,1.6728e-07,1,2,1,1.6728e-07,1,2,0.5,1,-15.6036,15.6036,2,1
1,6.5278e-07,1,2,1,6.5278e-07,1,2,0.5,1,-14.242,14.242,2,1
1,2.7205e-08,1,2,1,2.7205e-08,1,2,0.5,1,-17.4199,17.4199,2,1
1,0.99934,0.0006631,1,0.99934,0.0006631,0.99867,1,0.49934,1,7.3179,7.3179,2,1
1,0.99956,0.00044079,1,0.99956,0.00044079,0.99912,1,0.49956,1,7.7265,7.7265,2,1
1,0.99952,0.00047808,1,0.99952,0.00047808,0.99904,1,0.49952,1,7.6453,7.6453,2,1
1,0.99991,9.119e-05,1,0.99991,9.119e-05,0.99982,1,0.49991,1,9.3025,9.3025,2,1
1,0.99968,0.00031546,1,0.99968,0.00031546,0.99937,1,0.49968,1,8.0612,8.0612,2,1
1,0.9996,0.00039635,1,0.9996,0.00039635,0.99921,1,0.4996,1,7.8328,7.8328,2,1
1,0.9984,0.0015982,1,0.9984,0.0015982,0.9968,1,0.4984,1,6.4373,6.4373,2,1
1,0.99805,0.0019537,1,0.99805,0.0019537,0.99609,1,0.49805,1,6.2361,6.2361,2,1
1,0.99954,0.00045895,1,0.99954,0.00045895,0.99908,1,0.49954,1,7.6861,7.6861,2,1
0,0.997,0.0029989,2,0.0029989,0.997,-0.994,1,-0.497,1,5.8065,-5.8065,2,1
0,0.99768,0.0023153,2,0.0023153,0.99768,-0.99537,1,-0.49768,1,6.0659,-6.0659,2,1
0,0.9979,0.0020995,2,0.0020995,0.9979,-0.9958,1,-0.4979,1,6.164,-6.164,2,1
0,0.99948,0.00052379,2,0.00052379,0.99948,-0.99895,1,-0.49948,1,7.5539,-7.5539,2,1
0,0.99964,0.00036422,2,0.00036422,0.99964,-0.99927,1,-0.49964,1,7.9174,-7.9174,2,1
0,0.99885,0.0011466,2,0.0011466,0.99885,-0.99771,1,-0.49885,1,6.7698,-6.7698,2,1
0,0.99941,0.00058985,2,0.00058985,0.99941,-0.99882,1,-0.49941,1,7.4351,-7.4351,2,1
0,0.9986,0.0014031,2,0.0014031,0.9986,-0.99719,1,-0.4986,1,6.5677,-6.5677,2,1
0,0.99918,0.00081893,2,0.00081893,0.99918,-0.99836,1,-0.49918,1,7.1067,-7.1067,2,1
0,0.99922,0.00077505,2,0.00077505,0.99922,-0.99845,1,-0.49922,1,7.1618,-7.1618,2,1
1,0.0053553,0.99464,2,0.99464,0.0053553,0.98929,2,0.49464,1,-5.2243,5.2243,2,1
1,0.0028407,0.99716,2,0.99716,0.0028407,0.99432,2,0.49716,1,-5.8609,5.8609,2,1
1,0.0039051,0.99609,2,0.99609,0.0039051,0.99219,2,0.49609,1,-5.5416,5.5416,2,1
1,0.004451,0.99555,2,0.99555,0.004451,0.9911,2,0.49555,1,-5.4102,5.4102,2,1
1,0.0080467,0.99195,2,0.99195,0.0080467,0.98391,2,0.49195,1,-4.8144,4.8144,2,1
1,0.0040325,0.99597,2,0.99597,0.0040325,0.99193,2,0.49597,1,-5.5093,5.5093,2,1
1,0.052084,0.94792,2,0.94792,0.052084,0.89583,2,0.44792,1,-2.9014,2.9014,2,1
1,0.090842,0.90916,2,0.90916,0.090842,0.81832,2,0.40916,1,-2.3034,2.3034,2,1
1,0.024794,0.97521,2,0.97521,0.024794,0.95041,2,0.47521,1,-3.672,3.672,2,1
1,0.016752,0.98325,2,0.98325,0.016752,0.9665,2,0.48325,1,-4.0724,4.0724,2,1
0,0.82195,0.17805,2,0.17805,0.82195,-0.6439,1,-0.32195,1,1.5296,-1.5296,2,1
