name,mean_auc,sem_auc,subNo,auc,xvalIterReported,condNames,which_traintest,roiName,num_results_iter,scramble,trWeights,trWeights_train,trWeights_test
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s01,0.60038,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s03,0.52314,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s04,0.60907,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s05,0.8007,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s06,0.7816,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s07,0.64163,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s08,0.91959,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s09,0.94235,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s10,0.95058,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s12,0.95899,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s13,0.84444,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s14,0.80951,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s15,0.69574,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s16,0.59309,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s17,0.82635,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s18,0.74265,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s19,0.96511,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s20,0.43372,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s21,0.8158,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s22,0.65384,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s23,0.94166,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s24,0.85533,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s25,0.58948,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.7639,0.031316,s26,0.83884,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;0;1,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s01,0.70104,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s03,0.83395,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s04,0.73106,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s05,0.76475,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s06,0.83957,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s07,0.67566,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s08,0.95809,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s09,0.93258,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s10,0.95306,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s12,0.98041,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s13,0.90997,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s14,0.85533,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s15,0.85145,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s16,0.51335,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s17,0.88932,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s18,0.77419,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s19,0.94251,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s20,0.49983,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s21,0.84387,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s22,0.81769,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s23,0.96332,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s24,0.88869,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s25,0.5972,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.81744,0.02799,s26,0.90158,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;0;1;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s01,0.81625,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s03,0.78079,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s04,0.58597,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s05,0.60343,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s06,0.845,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s07,0.65036,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s08,0.93745,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s09,0.9874,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s10,0.8607,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s12,0.95763,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s13,0.74858,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s14,0.97588,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s15,0.7105,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s16,0.63295,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s17,0.85187,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s18,0.83988,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s19,0.97202,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s20,0.61661,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s21,0.84656,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s22,0.75054,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s23,0.81962,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s24,0.89365,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s25,0.61043,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.79872,0.026387,s26,0.87513,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;0;1;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s01,0.65448,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s03,0.78963,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s04,0.46997,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s05,0.5412,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s06,0.67346,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s07,0.36089,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s08,0.70668,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s09,0.86085,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s10,0.69587,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s12,0.82118,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s13,0.4792,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s14,0.94352,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s15,0.74112,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s16,0.58245,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s17,0.67713,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s18,0.71346,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s19,0.71773,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s20,0.60153,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s21,0.7394,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,0.68,0.026881,s22,0.63488,2,hit;cr,0;0;0;0;1;2;3;4,SEPT09_MVPA_MASK_resliced4mm,10,0,0;0;1;0;0;0,,
