correctsVec,actsVec,actsVec2,desiredsVec,actsOfTrueClass,actsOfFalseClass,actsDifference,guessesVec,signedActs,xval_iter,signedEv,unsignedEv,runsVec,subs
1,0.054038,0.94596,2,0.94596,0.054038,0.89192,2,0.44596,1,-2.8625,2.8625,2,9
1,0.074287,0.92571,2,0.92571,0.074287,0.85143,2,0.42571,1,-2.5226,2.5226,2,9
1,0.047249,0.95275,2,0.95275,0.047249,0.9055,2,0.45275,1,-3.0039,3.0039,2,9
1,0.023647,0.97635,2,0.97635,0.023647,0.95271,2,0.47635,1,-3.7206,3.7206,2,9
1,0.045319,0.95468,2,0.95468,0.045319,0.90936,2,0.45468,1,-3.0477,3.0477,2,9
0,0.84939,0.15061,2,0.15061,0.84939,-0.69877,1,-0.34939,1,1.7298,-1.7298,2,9
0,0.84758,0.15242,2,0.15242,0.84758,-0.69516,1,-0.34758,1,1.7157,-1.7157,2,9
0,0.89906,0.10094,2,0.10094,0.89906,-0.79811,1,-0.39906,1,2.1868,-2.1868,2,9
0,0.89116,0.10884,2,0.10884,0.89116,-0.78233,1,-0.39116,1,2.1027,-2.1027,2,9
0,0.82392,0.17608,2,0.17608,0.82392,-0.64783,1,-0.32392,1,1.5431,-1.5431,2,9
0,0.66526,0.33474,2,0.33474,0.66526,-0.33052,1,-0.16526,1,0.68683,-0.68683,2,9
0,0.94255,0.057453,2,0.057453,0.94255,-0.88509,1,-0.44255,1,2.7976,-2.7976,2,9
0,0.91073,0.089268,2,0.089268,0.91073,-0.82146,1,-0.41073,1,2.3226,-2.3226,2,9
0,0.82528,0.17472,2,0.17472,0.82528,-0.65056,1,-0.32528,1,1.5526,-1.5526,2,9
0,0.81217,0.18783,2,0.18783,0.81217,-0.62435,1,-0.31217,1,1.4642,-1.4642,2,9
0,0.34572,0.65428,1,0.34572,0.65428,-0.30855,2,-0.15428,1,-0.63789,-0.63789,2,9
1,0.62117,0.37883,1,0.62117,0.37883,0.24235,1,0.12117,1,0.49453,0.49453,2,9
0,0.32299,0.67701,1,0.32299,0.67701,-0.35402,2,-0.17701,1,-0.74006,-0.74006,2,9
1,0.51796,0.48204,1,0.51796,0.48204,0.035913,1,0.017956,1,0.071857,0.071857,2,9
0,0.16635,0.83365,1,0.16635,0.83365,-0.6673,2,-0.33365,1,-1.6117,-1.6117,2,9
1,0.77838,0.22162,1,0.77838,0.22162,0.55676,1,0.27838,1,1.2563,1.2563,2,9
0,0.086821,0.91318,1,0.086821,0.91318,-0.82636,2,-0.41318,1,-2.3531,-2.3531,2,9
0,0.25223,0.74777,1,0.25223,0.74777,-0.49553,2,-0.24777,1,-1.0867,-1.0867,2,9
0,0.41346,0.58654,1,0.41346,0.58654,-0.17309,2,-0.086544,1,-0.34969,-0.34969,2,9
0,0.49749,0.50251,1,0.49749,0.50251,-0.005013,2,-0.0025065,1,-0.010026,-0.010026,2,9
0,0.59251,0.40749,2,0.40749,0.59251,-0.18503,1,-0.092513,1,0.37436,-0.37436,2,9
1,0.3839,0.6161,2,0.6161,0.3839,0.2322,2,0.1161,1,-0.47302,0.47302,2,9
0,0.58708,0.41292,2,0.41292,0.58708,-0.17417,1,-0.087084,1,0.35192,-0.35192,2,9
1,0.2597,0.7403,2,0.7403,0.2597,0.4806,2,0.2403,1,-1.0475,1.0475,2,9
1,0.31477,0.68523,2,0.68523,0.31477,0.37046,2,0.18523,1,-0.7779,0.7779,2,9
1,0.056686,0.94331,2,0.94331,0.056686,0.88663,2,0.44331,1,-2.8119,2.8119,2,9
0,0.71128,0.28872,2,0.28872,0.71128,-0.42255,1,-0.21128,1,0.90159,-0.90159,2,9
1,0.36166,0.63834,2,0.63834,0.36166,0.27669,2,0.13834,1,-0.56818,0.56818,2,9
1,0.40676,0.59324,2,0.59324,0.40676,0.18648,2,0.093242,1,-0.37738,0.37738,2,9
1,0.16048,0.83952,2,0.83952,0.16048,0.67904,2,0.33952,1,-1.6547,1.6547,2,9
1,0.84483,0.15517,1,0.84483,0.15517,0.68966,1,0.34483,1,1.6946,1.6946,2,9
1,0.77539,0.22461,1,0.77539,0.22461,0.55079,1,0.27539,1,1.239,1.239,2,9
1,0.85567,0.14433,1,0.85567,0.14433,0.71135,1,0.35567,1,1.7798,1.7798,2,9
1,0.62197,0.37803,1,0.62197,0.37803,0.24395,1,0.12197,1,0.49794,0.49794,2,9
1,0.76303,0.23697,1,0.76303,0.23697,0.52606,1,0.26303,1,1.1694,1.1694,2,9
1,0.72226,0.27774,1,0.72226,0.27774,0.44452,1,0.22226,1,0.95569,0.95569,2,9
1,0.87373,0.12627,1,0.87373,0.12627,0.74745,1,0.37373,1,1.9343,1.9343,2,9
1,0.73017,0.26983,1,0.73017,0.26983,0.46035,1,0.23017,1,0.9955,0.9955,2,9
1,0.81891,0.18109,1,0.81891,0.18109,0.63783,1,0.31891,1,1.509,1.509,2,9
1,0.74887,0.25113,1,0.74887,0.25113,0.49775,1,0.24887,1,1.0926,1.0926,2,9
1,0.23793,0.76207,2,0.76207,0.23793,0.52413,2,0.26207,1,-1.164,1.164,2,9
1,0.23723,0.76277,2,0.76277,0.23723,0.52554,2,0.26277,1,-1.1679,1.1679,2,9
1,0.34813,0.65187,2,0.65187,0.34813,0.30374,2,0.15187,1,-0.62726,0.62726,2,9
1,0.28262,0.71738,2,0.71738,0.28262,0.43476,2,0.21738,1,-0.9315,0.9315,2,9
1,0.42827,0.57173,2,0.57173,0.42827,0.14345,2,0.071726,1,-0.2889,0.2889,2,9
1,0.28955,0.71045,2,0.71045,0.28955,0.42089,2,0.21045,1,-0.89756,0.89756,2,9
1,0.21033,0.78967,2,0.78967,0.21033,0.57934,2,0.28967,1,-1.3229,1.3229,2,9
1,0.42918,0.57082,2,0.57082,0.42918,0.14164,2,0.070818,1,-0.28519,0.28519,2,9
1,0.27279,0.72721,2,0.72721,0.27279,0.45441,2,0.22721,1,-0.9805,0.9805,2,9
1,0.35251,0.64749,2,0.64749,0.35251,0.29497,2,0.14749,1,-0.60801,0.60801,2,9
1,0.93723,0.062765,1,0.93723,0.062765,0.87447,1,0.43723,1,2.7035,2.7035,2,9
1,0.93642,0.063583,1,0.93642,0.063583,0.87283,1,0.43642,1,2.6897,2.6897,2,9
1,0.94863,0.051371,1,0.94863,0.051371,0.89726,1,0.44863,1,2.9159,2.9159,2,9
1,0.95241,0.047594,1,0.95241,0.047594,0.90481,1,0.45241,1,2.9963,2.9963,2,9
1,0.96707,0.032929,1,0.96707,0.032929,0.93414,1,0.46707,1,3.3799,3.3799,2,9
1,0.94676,0.05324,1,0.94676,0.05324,0.89352,1,0.44676,1,2.8782,2.8782,2,9
1,0.95577,0.04423,1,0.95577,0.04423,0.91154,1,0.45577,1,3.0731,3.0731,2,9
1,0.94504,0.054956,1,0.94504,0.054956,0.89009,1,0.44504,1,2.8447,2.8447,2,9
1,0.059668,0.94033,2,0.94033,0.059668,0.88066,2,0.44033,1,-2.7574,2.7574,2,9
1,0.030185,0.96982,2,0.96982,0.030185,0.93963,2,0.46982,1,-3.4698,3.4698,2,9
1,0.071969,0.92803,2,0.92803,0.071969,0.85606,2,0.42803,1,-2.5568,2.5568,2,9
1,0.094479,0.90552,2,0.90552,0.094479,0.81104,2,0.40552,1,-2.2601,2.2601,2,9
1,0.012485,0.98752,2,0.98752,0.012485,0.97503,2,0.48752,1,-4.3707,4.3707,2,9
1,0.017627,0.98237,2,0.98237,0.017627,0.96475,2,0.48237,1,-4.0206,4.0206,2,9
1,0.035263,0.96474,2,0.96474,0.035263,0.92947,2,0.46474,1,-3.309,3.309,2,9
1,0.069036,0.93096,2,0.93096,0.069036,0.86193,2,0.43096,1,-2.6016,2.6016,2,9
1,0.040035,0.95996,2,0.95996,0.040035,0.91993,2,0.45996,1,-3.1771,3.1771,2,9
1,0.025586,0.97441,2,0.97441,0.025586,0.94883,2,0.47441,1,-3.6398,3.6398,2,9
1,0.11302,0.88698,2,0.88698,0.11302,0.77397,2,0.38698,1,-2.0603,2.0603,2,9
1,0.14669,0.85331,2,0.85331,0.14669,0.70662,2,0.35331,1,-1.7608,1.7608,2,9
1,0.12965,0.87035,2,0.87035,0.12965,0.7407,2,0.37035,1,-1.9041,1.9041,2,9
1,0.070126,0.92987,2,0.92987,0.070126,0.85975,2,0.42987,1,-2.5848,2.5848,2,9
1,0.12221,0.87779,2,0.87779,0.12221,0.75558,2,0.37779,1,-1.9716,1.9716,2,9
1,0.11023,0.88977,2,0.88977,0.11023,0.77954,2,0.38977,1,-2.0884,2.0884,2,9
1,0.14782,0.85218,2,0.85218,0.14782,0.70437,2,0.35218,1,-1.7518,1.7518,2,9
1,0.033209,0.96679,2,0.96679,0.033209,0.93358,2,0.46679,1,-3.3712,3.3712,2,9
1,0.13012,0.86988,2,0.86988,0.13012,0.73977,2,0.36988,1,-1.8999,1.8999,2,9
1,0.076536,0.92346,2,0.92346,0.076536,0.84693,2,0.42346,1,-2.4904,2.4904,2,9
1,0.68646,0.31354,1,0.68646,0.31354,0.37292,1,0.18646,1,0.78361,0.78361,2,9
0,0.49442,0.50558,1,0.49442,0.50558,-0.011159,2,-0.0055794,1,-0.022319,-0.022319,2,9
1,0.5818,0.4182,1,0.5818,0.4182,0.1636,1,0.0818,1,0.33017,0.33017,2,9
1,0.67194,0.32806,1,0.67194,0.32806,0.34387,1,0.17194,1,0.71696,0.71696,2,9
1,0.83001,0.16999,1,0.83001,0.16999,0.66003,1,0.33001,1,1.5857,1.5857,2,9
1,0.60947,0.39053,1,0.60947,0.39053,0.21895,1,0.10947,1,0.4451,0.4451,2,9
1,0.62602,0.37398,1,0.62602,0.37398,0.25205,1,0.12602,1,0.5152,0.5152,2,9
0,0.48715,0.51285,1,0.48715,0.51285,-0.025691,2,-0.012845,1,-0.051393,-0.051393,2,9
1,0.73475,0.26525,1,0.73475,0.26525,0.46951,1,0.23475,1,1.0189,1.0189,2,9
1,0.63208,0.36792,1,0.63208,0.36792,0.26415,1,0.13208,1,0.54114,0.54114,2,9
1,0.86023,0.13977,1,0.86023,0.13977,0.72046,1,0.36023,1,1.8172,1.8172,2,9
1,0.86801,0.13199,1,0.86801,0.13199,0.73603,1,0.36801,1,1.8835,1.8835,2,9
1,0.78471,0.21529,1,0.78471,0.21529,0.56942,1,0.28471,1,1.2933,1.2933,2,9
1,0.9485,0.051502,1,0.9485,0.051502,0.897,1,0.4485,1,2.9133,2.9133,2,9
1,0.93183,0.068171,1,0.93183,0.068171,0.86366,1,0.43183,1,2.6151,2.6151,2,9
1,0.94386,0.056137,1,0.94386,0.056137,0.88773,1,0.44386,1,2.8222,2.8222,2,9
1,0.76246,0.23754,1,0.76246,0.23754,0.52491,1,0.26246,1,1.1662,1.1662,2,9
1,0.88177,0.11823,1,0.88177,0.11823,0.76354,1,0.38177,1,2.0093,2.0093,2,9
1,0.92188,0.078119,1,0.92188,0.078119,0.84376,1,0.42188,1,2.4682,2.4682,2,9
1,0.96104,0.038957,1,0.96104,0.038957,0.92209,1,0.46104,1,3.2056,3.2056,2,9
0,0.88901,0.11099,2,0.11099,0.88901,-0.77802,1,-0.38901,1,2.0807,-2.0807,2,9
0,0.8273,0.1727,2,0.1727,0.8273,-0.6546,1,-0.3273,1,1.5666,-1.5666,2,9
0,0.80035,0.19965,2,0.19965,0.80035,-0.60071,1,-0.30035,1,1.3885,-1.3885,2,9
0,0.84005,0.15995,2,0.15995,0.84005,-0.68009,1,-0.34005,1,1.6586,-1.6586,2,9
0,0.86247,0.13753,2,0.13753,0.86247,-0.72493,1,-0.36247,1,1.8359,-1.8359,2,9
0,0.78548,0.21452,2,0.21452,0.78548,-0.57096,1,-0.28548,1,1.2979,-1.2979,2,9
0,0.91482,0.085178,2,0.085178,0.91482,-0.82964,1,-0.41482,1,2.374,-2.374,2,9
0,0.76927,0.23073,2,0.23073,0.76927,-0.53854,1,-0.26927,1,1.2042,-1.2042,2,9
0,0.87935,0.12065,2,0.12065,0.87935,-0.7587,1,-0.37935,1,1.9863,-1.9863,2,9
0,0.73255,0.26745,2,0.26745,0.73255,-0.46511,1,-0.23255,1,1.0076,-1.0076,2,9
1,0.059302,0.9407,2,0.9407,0.059302,0.8814,2,0.4407,1,-2.764,2.764,2,9
1,0.079277,0.92072,2,0.92072,0.079277,0.84145,2,0.42072,1,-2.4522,2.4522,2,9
1,0.042687,0.95731,2,0.95731,0.042687,0.91463,2,0.45731,1,-3.1102,3.1102,2,9
1,0.14097,0.85903,2,0.85903,0.14097,0.71806,2,0.35903,1,-1.8073,1.8073,2,9
1,0.16871,0.83129,2,0.83129,0.16871,0.66257,2,0.33129,1,-1.5948,1.5948,2,9
1,0.085824,0.91418,2,0.91418,0.085824,0.82835,2,0.41418,1,-2.3657,2.3657,2,9
1,0.12445,0.87555,2,0.87555,0.12445,0.75111,2,0.37555,1,-1.951,1.951,2,9
1,0.1109,0.8891,2,0.8891,0.1109,0.7782,2,0.3891,1,-2.0816,2.0816,2,9
1,0.034219,0.96578,2,0.96578,0.034219,0.93156,2,0.46578,1,-3.3402,3.3402,2,9
1,0.11938,0.88062,2,0.88062,0.11938,0.76124,2,0.38062,1,-1.9983,1.9983,2,9
0,0.31109,0.68891,1,0.31109,0.68891,-0.37782,2,-0.18891,1,-0.79502,-0.79502,2,9
0,0.27842,0.72158,1,0.27842,0.72158,-0.44316,2,-0.22158,1,-0.95232,-0.95232,2,9
0,0.49505,0.50495,1,0.49505,0.50495,-0.0098994,2,-0.0049497,1,-0.019799,-0.019799,2,9
0,0.38624,0.61376,1,0.38624,0.61376,-0.22753,2,-0.11376,1,-0.46316,-0.46316,2,9
0,0.34647,0.65353,1,0.34647,0.65353,-0.30706,2,-0.15353,1,-0.6346,-0.6346,2,9
0,0.40678,0.59322,1,0.40678,0.59322,-0.18643,2,-0.093217,1,-0.37728,-0.37728,2,9
0,0.26148,0.73852,1,0.26148,0.73852,-0.47705,2,-0.23852,1,-1.0383,-1.0383,2,9
1,0.55537,0.44463,1,0.55537,0.44463,0.11075,1,0.055373,1,0.2224,0.2224,2,9
0,0.42598,0.57402,1,0.42598,0.57402,-0.14804,2,-0.074019,1,-0.29827,-0.29827,2,9
0,0.44514,0.55486,1,0.44514,0.55486,-0.10972,2,-0.054859,1,-0.22032,-0.22032,2,9
1,0.16906,0.83094,2,0.83094,0.16906,0.66187,2,0.33094,1,-1.5923,1.5923,2,9
0,0.55951,0.44049,2,0.44049,0.55951,-0.11902,1,-0.059508,1,0.23917,-0.23917,2,9
1,0.38685,0.61315,2,0.61315,0.38685,0.22629,2,0.11315,1,-0.46056,0.46056,2,9
1,0.26775,0.73225,2,0.73225,0.26775,0.4645,2,0.23225,1,-1.0061,1.0061,2,9
1,0.47323,0.52677,2,0.52677,0.47323,0.053532,2,0.026766,1,-0.10717,0.10717,2,9
1,0.48853,0.51147,2,0.51147,0.48853,0.02295,2,0.011475,1,-0.045908,0.045908,2,9
1,0.12777,0.87223,2,0.87223,0.12777,0.74447,2,0.37223,1,-1.9209,1.9209,2,9
1,0.26282,0.73718,2,0.73718,0.26282,0.47436,2,0.23718,1,-1.0314,1.0314,2,9
0,0.5634,0.4366,2,0.4366,0.5634,-0.1268,1,-0.063401,1,0.25498,-0.25498,2,9
1,0.46576,0.53424,2,0.53424,0.46576,0.068487,2,0.034244,1,-0.13719,0.13719,2,9
1,0.73259,0.26741,1,0.73259,0.26741,0.46519,1,0.23259,1,1.0078,1.0078,2,9
1,0.62653,0.37347,1,0.62653,0.37347,0.25307,1,0.12653,1,0.51737,0.51737,2,9
1,0.6028,0.3972,1,0.6028,0.3972,0.20561,1,0.1028,1,0.41716,0.41716,2,9
0,0.38547,0.61453,1,0.38547,0.61453,-0.22906,2,-0.11453,1,-0.4664,-0.4664,2,9
1,0.77815,0.22185,1,0.77815,0.22185,0.5563,1,0.27815,1,1.2549,1.2549,2,9
1,0.63487,0.36513,1,0.63487,0.36513,0.26973,1,0.13487,1,0.55315,0.55315,2,9
1,0.59472,0.40528,1,0.59472,0.40528,0.18943,1,0.094715,1,0.38349,0.38349,2,9
0,0.4847,0.5153,1,0.4847,0.5153,-0.030608,2,-0.015304,1,-0.061236,-0.061236,2,9
1,0.71298,0.28702,1,0.71298,0.28702,0.42597,1,0.21298,1,0.90992,0.90992,2,9
1,0.67774,0.32226,1,0.67774,0.32226,0.35548,1,0.17774,1,0.7434,0.7434,2,9
1,0.98011,0.019894,1,0.98011,0.019894,0.96021,1,0.48011,1,3.8973,3.8973,2,9
1,0.90553,0.094466,1,0.90553,0.094466,0.81107,1,0.40553,1,2.2603,2.2603,2,9
1,0.85683,0.14317,1,0.85683,0.14317,0.71365,1,0.35683,1,1.7892,1.7892,2,9
1,0.87912,0.12088,1,0.87912,0.12088,0.75823,1,0.37912,1,1.9841,1.9841,2,9
1,0.98575,0.014248,1,0.98575,0.014248,0.9715,1,0.48575,1,4.2368,4.2368,2,9
1,0.97564,0.024362,1,0.97564,0.024362,0.95128,1,0.47564,1,3.6901,3.6901,2,9
1,0.97512,0.024884,1,0.97512,0.024884,0.95023,1,0.47512,1,3.6683,3.6683,2,9
1,0.7817,0.2183,1,0.7817,0.2183,0.56341,1,0.2817,1,1.2756,1.2756,2,9
1,0.97967,0.020331,1,0.97967,0.020331,0.95934,1,0.47967,1,3.8751,3.8751,2,9
1,0.95851,0.041487,1,0.95851,0.041487,0.91703,1,0.45851,1,3.14,3.14,2,9
1,0.66427,0.33573,1,0.66427,0.33573,0.32853,1,0.16427,1,0.68236,0.68236,2,9
1,0.69448,0.30552,1,0.69448,0.30552,0.38896,1,0.19448,1,0.82114,0.82114,2,9
1,0.61555,0.38445,1,0.61555,0.38445,0.2311,1,0.11555,1,0.4707,0.4707,2,9
1,0.84626,0.15374,1,0.84626,0.15374,0.69251,1,0.34626,1,1.7055,1.7055,2,9
0,0.26627,0.73373,1,0.26627,0.73373,-0.46746,2,-0.23373,1,-1.0136,-1.0136,2,9
0,0.46353,0.53647,1,0.46353,0.53647,-0.072939,2,-0.036469,1,-0.14614,-0.14614,2,9
1,0.63934,0.36066,1,0.63934,0.36066,0.27867,1,0.13934,1,0.57249,0.57249,2,9
1,0.76454,0.23546,1,0.76454,0.23546,0.52907,1,0.26454,1,1.1777,1.1777,2,9
1,0.54348,0.45652,1,0.54348,0.45652,0.086954,1,0.043477,1,0.17435,0.17435,2,9
1,0.56885,0.43115,1,0.56885,0.43115,0.1377,1,0.068852,1,0.27717,0.27717,2,9
0,0.11339,0.88661,1,0.11339,0.88661,-0.77321,2,-0.38661,1,-2.0565,-2.0565,2,9
0,0.16504,0.83496,1,0.16504,0.83496,-0.66993,2,-0.33496,1,-1.6212,-1.6212,2,9
0,0.27946,0.72054,1,0.27946,0.72054,-0.44108,2,-0.22054,1,-0.94715,-0.94715,2,9
0,0.16237,0.83763,1,0.16237,0.83763,-0.67526,2,-0.33763,1,-1.6407,-1.6407,2,9
0,0.13234,0.86766,1,0.13234,0.86766,-0.73531,2,-0.36766,1,-1.8804,-1.8804,2,9
0,0.16698,0.83302,1,0.16698,0.83302,-0.66604,2,-0.33302,1,-1.6072,-1.6072,2,9
0,0.16344,0.83656,1,0.16344,0.83656,-0.67313,2,-0.33656,1,-1.6329,-1.6329,2,9
0,0.17719,0.82281,1,0.17719,0.82281,-0.64562,2,-0.32281,1,-1.5355,-1.5355,2,9
0,0.077601,0.9224,1,0.077601,0.9224,-0.8448,2,-0.4224,1,-2.4754,-2.4754,2,9
0,0.13808,0.86192,1,0.13808,0.86192,-0.72385,2,-0.36192,1,-1.8314,-1.8314,2,9
1,0.29453,0.70547,2,0.70547,0.29453,0.41095,2,0.20547,1,-0.8735,0.8735,2,9
1,0.47424,0.52576,2,0.52576,0.47424,0.051528,2,0.025764,1,-0.10315,0.10315,2,9
1,0.094777,0.90522,2,0.90522,0.094777,0.81045,2,0.40522,1,-2.2567,2.2567,2,9
1,0.49642,0.50358,2,0.50358,0.49642,0.0071532,2,0.0035766,1,-0.014307,0.014307,2,9
1,0.2597,0.7403,2,0.7403,0.2597,0.4806,2,0.2403,1,-1.0475,1.0475,2,9
0,0.69651,0.30349,2,0.30349,0.69651,-0.39302,1,-0.19651,1,0.83074,-0.83074,2,9
1,0.11303,0.88697,2,0.88697,0.11303,0.77393,2,0.38697,1,-2.0601,2.0601,2,9
1,0.2914,0.7086,2,0.7086,0.2914,0.4172,2,0.2086,1,-0.88859,0.88859,2,9
1,0.44153,0.55847,2,0.55847,0.44153,0.11693,2,0.058466,1,-0.23494,0.23494,2,9
0,0.63674,0.36326,2,0.36326,0.63674,-0.27348,1,-0.13674,1,0.56124,-0.56124,2,9
0,0.45008,0.54992,1,0.45008,0.54992,-0.099846,2,-0.049923,1,-0.20036,-0.20036,2,9
1,0.56807,0.43193,1,0.56807,0.43193,0.13615,1,0.068075,1,0.274,0.274,2,9
1,0.5576,0.4424,1,0.5576,0.4424,0.1152,1,0.057599,1,0.23142,0.23142,2,9
1,0.81888,0.18112,1,0.81888,0.18112,0.63777,1,0.31888,1,1.5088,1.5088,2,9
0,0.19605,0.80395,1,0.19605,0.80395,-0.60789,2,-0.30395,1,-1.4111,-1.4111,2,9
1,0.96938,0.030618,1,0.96938,0.030618,0.93876,1,0.46938,1,3.4551,3.4551,2,9
1,0.712,0.288,1,0.712,0.288,0.42399,1,0.212,1,0.9051,0.9051,2,9
1,0.68377,0.31623,1,0.68377,0.31623,0.36753,1,0.18377,1,0.77113,0.77113,2,9
1,0.61268,0.38732,1,0.61268,0.38732,0.22535,1,0.11268,1,0.45858,0.45858,2,9
1,0.9804,0.019604,1,0.9804,0.019604,0.96079,1,0.4804,1,3.9122,3.9122,2,9
1,0.90034,0.099664,1,0.90034,0.099664,0.80067,1,0.40034,1,2.201,2.201,2,9
1,0.94555,0.054453,1,0.94555,0.054453,0.89109,1,0.44555,1,2.8544,2.8544,2,9
1,0.67538,0.32462,1,0.67538,0.32462,0.35076,1,0.17538,1,0.73262,0.73262,2,9
1,0.89392,0.10608,1,0.89392,0.10608,0.78785,1,0.39392,1,2.1315,2.1315,2,9
1,0.93089,0.069106,1,0.93089,0.069106,0.86179,1,0.43089,1,2.6005,2.6005,2,9
1,0.89883,0.10117,1,0.89883,0.10117,0.79767,1,0.39883,1,2.1843,2.1843,2,9
1,0.90647,0.093534,1,0.90647,0.093534,0.81293,1,0.40647,1,2.2712,2.2712,2,9
1,0.98234,0.017656,1,0.98234,0.017656,0.96469,1,0.48234,1,4.0188,4.0188,2,9
1,0.95081,0.049189,1,0.95081,0.049189,0.90162,1,0.45081,1,2.9616,2.9616,2,9
1,0.065292,0.93471,2,0.93471,0.065292,0.86942,2,0.43471,1,-2.6614,2.6614,2,9
1,0.11961,0.88039,2,0.88039,0.11961,0.76078,2,0.38039,1,-1.9961,1.9961,2,9
1,0.14136,0.85864,2,0.85864,0.14136,0.71729,2,0.35864,1,-1.8041,1.8041,2,9
1,0.26757,0.73243,2,0.73243,0.26757,0.46486,2,0.23243,1,-1.007,1.007,2,9
1,0.31854,0.68146,2,0.68146,0.31854,0.36293,2,0.18146,1,-0.76051,0.76051,2,9
1,0.075982,0.92402,2,0.92402,0.075982,0.84804,2,0.42402,1,-2.4982,2.4982,2,9
1,0.072052,0.92795,2,0.92795,0.072052,0.8559,2,0.42795,1,-2.5556,2.5556,2,9
1,0.13692,0.86308,2,0.86308,0.13692,0.72615,2,0.36308,1,-1.8411,1.8411,2,9
1,0.042598,0.9574,2,0.9574,0.042598,0.9148,2,0.4574,1,-3.1124,3.1124,2,9
1,0.16542,0.83458,2,0.83458,0.16542,0.66916,2,0.33458,1,-1.6184,1.6184,2,9
0,0.19823,0.80177,1,0.19823,0.80177,-0.60355,2,-0.30177,1,-1.3974,-1.3974,2,9
0,0.28297,0.71703,1,0.28297,0.71703,-0.43405,2,-0.21703,1,-0.92976,-0.92976,2,9
0,0.20889,0.79111,1,0.20889,0.79111,-0.58221,2,-0.29111,1,-1.3316,-1.3316,2,9
0,0.22284,0.77716,1,0.22284,0.77716,-0.55433,2,-0.27716,1,-1.2492,-1.2492,2,9
0,0.17211,0.82789,1,0.17211,0.82789,-0.65579,2,-0.32789,1,-1.5708,-1.5708,2,9
0,0.44887,0.55113,1,0.44887,0.55113,-0.10226,2,-0.051131,1,-0.20524,-0.20524,2,9
0,0.22223,0.77777,1,0.22223,0.77777,-0.55555,2,-0.27777,1,-1.2527,-1.2527,2,9
0,0.17193,0.82807,1,0.17193,0.82807,-0.65614,2,-0.32807,1,-1.572,-1.572,2,9
0,0.24786,0.75214,1,0.24786,0.75214,-0.50429,2,-0.25214,1,-1.1101,-1.1101,2,9
0,0.27612,0.72388,1,0.27612,0.72388,-0.44776,2,-0.22388,1,-0.96379,-0.96379,2,9
1,0.81236,0.18764,1,0.81236,0.18764,0.62472,1,0.31236,1,1.4654,1.4654,2,9
1,0.50532,0.49468,1,0.50532,0.49468,0.010634,1,0.0053171,1,0.021269,0.021269,2,9
1,0.6428,0.3572,1,0.6428,0.3572,0.28561,1,0.1428,1,0.58755,0.58755,2,9
1,0.83039,0.16961,1,0.83039,0.16961,0.66078,1,0.33039,1,1.5884,1.5884,2,9
1,0.82283,0.17717,1,0.82283,0.17717,0.64566,1,0.32283,1,1.5356,1.5356,2,9
0,0.32187,0.67813,1,0.32187,0.67813,-0.35626,2,-0.17813,1,-0.74518,-0.74518,2,9
1,0.56198,0.43802,1,0.56198,0.43802,0.12396,1,0.061978,1,0.24919,0.24919,2,9
1,0.91851,0.081493,1,0.91851,0.081493,0.83701,1,0.41851,1,2.4222,2.4222,2,9
1,0.79226,0.20774,1,0.79226,0.20774,0.58451,1,0.29226,1,1.3386,1.3386,2,9
1,0.055363,0.94464,2,0.94464,0.055363,0.88927,2,0.44464,1,-2.8369,2.8369,2,9
1,0.15246,0.84754,2,0.84754,0.15246,0.69507,2,0.34754,1,-1.7154,1.7154,2,9
1,0.093282,0.90672,2,0.90672,0.093282,0.81344,2,0.40672,1,-2.2742,2.2742,2,9
1,0.20819,0.79181,2,0.79181,0.20819,0.58361,2,0.29181,1,-1.3358,1.3358,2,9
1,0.060903,0.9391,2,0.9391,0.060903,0.87819,2,0.4391,1,-2.7356,2.7356,2,9
1,0.023994,0.97601,2,0.97601,0.023994,0.95201,2,0.47601,1,-3.7057,3.7057,2,9
1,0.20193,0.79807,2,0.79807,0.20193,0.59615,2,0.29807,1,-1.3743,1.3743,2,9
1,0.091128,0.90887,2,0.90887,0.091128,0.81774,2,0.40887,1,-2.2999,2.2999,2,9
1,0.04054,0.95946,2,0.95946,0.04054,0.91892,2,0.45946,1,-3.1641,3.1641,2,9
1,0.062869,0.93713,2,0.93713,0.062869,0.87426,2,0.43713,1,-2.7018,2.7018,2,9
0,0.22522,0.77478,1,0.22522,0.77478,-0.54956,2,-0.27478,1,-1.2355,-1.2355,2,9
1,0.67172,0.32828,1,0.67172,0.32828,0.34343,1,0.17172,1,0.71596,0.71596,2,9
1,0.59542,0.40458,1,0.59542,0.40458,0.19084,1,0.09542,1,0.38642,0.38642,2,9
0,0.43032,0.56968,1,0.43032,0.56968,-0.13936,2,-0.06968,1,-0.28054,-0.28054,2,9
0,0.30248,0.69752,1,0.30248,0.69752,-0.39504,2,-0.19752,1,-0.83551,-0.83551,2,9
1,0.52952,0.47048,1,0.52952,0.47048,0.05904,1,0.02952,1,0.11822,0.11822,2,9
1,0.59705,0.40295,1,0.59705,0.40295,0.1941,1,0.097048,1,0.39318,0.39318,2,9
0,0.31308,0.68692,1,0.31308,0.68692,-0.37384,2,-0.18692,1,-0.78576,-0.78576,2,9
0,0.41529,0.58471,1,0.41529,0.58471,-0.16942,2,-0.084709,1,-0.34213,-0.34213,2,9
