train_test,mask,conds,tr,xval_it,name,sub,auc
"CM,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.67853
"CM,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.57315
"CM,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.58481
"CM,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.50714
"CM,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.51073
"CM,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.58706
"CM,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.43265
"CM,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.54754
"CM,4fold",SEPT...,hit v cr,2,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.56606
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.44707
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.56461
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.56629
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.61313
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.46897
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.5556
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.55927
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.57374
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s10,0.57024
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s12,0.65068
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s13,0.55682
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s14,0.57596
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s15,0.46108
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s16,0.50609
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s17,0.49028
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.65739
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.49222
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.6161
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.45418
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.56054
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.49615
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.39878
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.52676
"CM,4fold",SEPT...,hit v cr,1,[],conds_hitVcr_trTe0_0_0_0_1_2_3_4_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.60228
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.46699
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.52289
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.45774
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.55644
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.36773
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.38647
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.58784
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.53673
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s10,0.53915
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s12,0.48417
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s13,0.55235
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s14,0.58409
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s15,0.57392
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s16,0.45357
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s17,0.53901
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.45806
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.48636
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.50363
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.51745
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.64439
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.38837
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.58073
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.69715
CM>EX,SEPT...,hit v cr,late,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trWtr0___________0________0.33________0.34________0.33___________0_te0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.53765
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.45312
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.44611
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.43187
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.50047
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.46285
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.54115
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.50244
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.52321
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s10,0.52441
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s12,0.5224
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s13,0.56979
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s14,0.57203
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s15,0.50157
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s16,0.49927
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s17,0.50704
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.46251
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.55047
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.43756
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.43271
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.52639
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.37031
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.40143
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.4509
CM>EX,SEPT...,hit v cr,6,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.43291
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.55306
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.47553
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.40837
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.48514
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.41988
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.4275
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.55317
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.49681
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s10,0.54036
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s12,0.46199
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s13,0.67631
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s14,0.5585
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s15,0.55372
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s16,0.525
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s17,0.53208
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.51383
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.56184
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.41152
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.47313
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.58615
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.34623
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.52183
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.57672
CM>EX,SEPT...,hit v cr,5,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.4589
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.47891
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.56488
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.51483
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.55928
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.39428
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.37527
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.56668
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.58526
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s10,0.50938
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s12,0.48168
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s13,0.58291
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s14,0.5779
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s15,0.53569
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s16,0.47927
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s17,0.51549
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.41469
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.46593
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.44063
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.51269
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.64423
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.41045
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.62054
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.68214
CM>EX,SEPT...,hit v cr,4,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__0__1__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.48964
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.48912
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.57086
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.56405
