train_test,mask,conds,tr,xval_it,name,sub,auc
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.6045
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.34835
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.44215
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.49958
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.61362
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s10,0.52012
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s12,0.40788
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s13,0.57997
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s14,0.62991
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s15,0.56954
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s16,0.48708
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s17,0.52976
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.48567
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.53396
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.46315
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.54833
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.63534
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.59112
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.57072
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.66385
CM>EX,SEPT...,hit v cr,3,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__0__1__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.52764
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.46638
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.50669
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.48759
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.54243
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.43179
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.49167
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.45739
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.56761
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s10,0.50957
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s12,0.52703
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s13,0.48933
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s14,0.55251
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s15,0.49858
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s16,0.4535
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s17,0.50345
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.4695
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.49119
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.52593
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.5186
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.51806
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.51904
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.44311
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.55915
CM>EX,SEPT...,hit v cr,2,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW0__1__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.54612
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.55947
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.48882
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.55158
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.54472
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.48865
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.43832
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.48209
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.55155
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s10,0.45513
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s12,0.48478
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s13,0.49853
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s14,0.47707
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s15,0.50733
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s16,0.48398
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s17,0.4627
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.48623
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.4829
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.52801
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.39577
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.45919
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.47536
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.46506
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.56754
CM>EX,SEPT...,hit v cr,1,1,conds_hitVcr_trTe1_1_1_1_2_2_2_2_trW1__0__0__0__0__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.5873
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.702
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.57288
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.68098
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.71662
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.7131
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.5666
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.67428
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.78775
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s10,0.62999
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s12,0.76956
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s13,0.67937
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s14,0.80785
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s15,0.7564
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s16,0.55669
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s17,0.66125
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.64912
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.69861
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.49213
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.66683
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.71679
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.79774
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.51499
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.69537
"EX,4fold",SEPT...,hit v cr,late,,conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0___________0________0.33________0.34________0.33___________0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.6031
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.48773
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.4935
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.53478
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.65691
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.63411
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.47442
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.60269
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.67198
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s10,0.6588
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s12,0.59459
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s13,0.62021
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s14,0.70096
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s15,0.48113
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s16,0.45257
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s17,0.49435
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.66054
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.62787
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.50888
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.60943
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.55448
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.59908
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s24,0.5906
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s25,0.50521
"EX,4fold",SEPT...,hit v cr,6,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__0__1_roiSEPT09_MVPA_MASK_resliced4mm.mat,s26,0.49972
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s01,0.55959
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s03,0.61826
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s04,0.62084
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s05,0.71198
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s06,0.63888
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s07,0.54995
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s08,0.7147
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s09,0.7256
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s10,0.56535
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s12,0.72564
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s13,0.62562
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s14,0.76792
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s15,0.65459
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s16,0.55777
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s17,0.60422
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s18,0.65979
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s19,0.6309
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s20,0.48046
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s21,0.57623
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s22,0.55074
"EX,4fold",SEPT...,hit v cr,5,[],conds_hitVcr_trTe1_2_3_4_0_0_0_0_trW0__0__0__0__1__0_roiSEPT09_MVPA_MASK_resliced4mm.mat,s23,0.60647
