Contrast,shape,cluster,sphere,roi,task,acc,beta
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,hit,0.145561312
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,hit,0.546195698
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,hit,0.171566558
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,hit,0.319146099
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,hit,0.306690688
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,hit,0.602070126
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,1.16539638
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.211361394
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.46641205
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.22283363
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.009205209
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,-0.63074095
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.823253566
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.36071557
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.316835943
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.303004381
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.223537306
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.980811914
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,-0.112053317
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.274784634
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.562974445
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,-0.128950791
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.278897587
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,1.909169858
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.133025811
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.48774963
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.112104392
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.320518572
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.255043247
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,ex,cr,0.427576327
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,0.550623323
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,0.24327402
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,0.96818241
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,0.168543276
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,-0.109569946
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,-0.269342524
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,-0.055976268
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,0.618774136
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,0.264865108
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,0.26896453
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,0.441793157
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,0.863794364
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,-0.186370902
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,0.059768885
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,0.254951447
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,-0.455457044
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,-0.248219423
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,1.638745522
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,0.120411901
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,0.622241994
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,0.231201212
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,-0.481962409
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,0.046660099
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,hit,-0.150140347
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.892223986
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.333152998
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,1.019898824
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.463676132
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.114312139
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.104163428
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.064567073
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.899143056
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.143650814
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.541952113
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.594849218
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,1.273735217
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,-0.066752515
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.205901452
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.321390654
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,-0.169091195
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,-0.038535132
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,1.495706619
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.380919319
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.599345854
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.386987715
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,-0.419700332
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.119439842
EX>CM Hit>CR,cluster,TRUE,FALSE,Right Hipp,cm,cr,0.031527571
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-0.705723553
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-4.06007115
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-1.049793534
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-1.876297191
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-1.986469279
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-1.319102553
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-0.305903142
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-0.265953423
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,0.926477519
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-1.208816624
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-1.136591884
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,0.209940001
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-0.60879055
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-1.497090701
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-0.119484306
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-1.388181565
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-1.409897316
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,2.683576852
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,0.978358295
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-0.123227273
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-1.741532778
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-5.690960988
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-0.308332336
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,hit,-0.498119665
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-1.127179467
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-4.052931209
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-1.665302495
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-1.418110987
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-3.043793142
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-1.347478366
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-1.943544859
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-1.823073667
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,1.064777635
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-1.924883001
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-2.491085432
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,0.313421961
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-0.621823062
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-3.777391722
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-0.499401102
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-2.801485942
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-1.527352595
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,3.929533988
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,0.822047251
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,0.370585328
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-1.80793988
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-6.50559474
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-0.801876812
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,ex,cr,-1.883643851
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,0.15416413
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-3.730699711
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-1.02601875
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-1.713322036
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-3.173227628
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-0.748201018
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-2.111296076
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-2.241686762
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,0.080053451
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-0.959406009
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-0.677664954
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-0.650015672
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,0.213563836
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-0.585412267
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-0.123719633
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-2.459050695
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-1.028237438
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,3.052797495
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-0.191039088
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,1.138224912
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-2.85540611
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-5.193115222
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-1.538508289
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,hit,-1.317404865
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,0.229872139
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,-3.922075609
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,-0.925516057
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,-1.098252452
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,-2.489554331
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,-0.384625048
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,-1.122521323
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,-2.151210122
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,0.726518178
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,-0.846424211
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,-1.067790574
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,0.707217319
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,1.242197952
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,0.023998593
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,-0.228336889
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,-0.682369758
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,-1.373181698
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,3.259026185
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,0.294053145
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,0.905946881
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,-2.659451708
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,-4.397258729
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,-1.356854778
EX>CM Hit>CR,cluster,TRUE,FALSE,Left Ang,cm,cr,-0.277309032
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,4.389604432
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,2.051627755
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,3.182516677
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,0.784112914
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,1.792867107
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,0.710317584
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,3.612567357
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,0.953346457
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,1.758650933
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,0.35994573
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,2.47194566
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,1.364801224
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,1.314151585
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,1.569296002
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,0.494002776
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,0.8796111
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,0.894047759
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,3.369520264
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,0.160352903
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,0.359223616
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,1.604926561
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,1.678142124
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,2.830746123
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,hit,1.782886348
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,4.267713973
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,2.098440051
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,3.157894135
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,0.907163855
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,1.630968024
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,0.632122234
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,3.241845948
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,1.134705412
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,1.745185435
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,0.337701322
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,1.891796253
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,1.362312394
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,0.895640341
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,1.280208464
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,0.440179415
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,0.738070031
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,0.589641476
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,3.327305189
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,0.334054831
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,0.366546623
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,1.84913935
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,1.722670926
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,2.791181309
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,ex,cr,1.936808931
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,5.019114256
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,1.645310734
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,2.585696646
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,0.154511102
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,1.775250116
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,0.886509826
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,1.714781331
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,1.320740291
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,2.286076529
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,0.717664058
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,2.282566888
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,1.371509369
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,2.195154795
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,2.13801252
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,0.451173602
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,1.143479962
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,0.948605773
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,3.538611931
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,0.723324329
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,0.345261422
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,1.708171342
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,2.669637893
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,1.308120406
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,hit,1.877653193
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,4.444658177
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,1.483273205
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,2.391635478
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,0.122313536
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,1.59065932
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,0.931073336
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,0.964032316
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,0.752399985
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,1.400869685
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,0.361573884
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,1.53256851
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,0.871080241
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,1.10136861
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,1.368610646
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,0.035381147
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,1.1818438
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,0.312344623
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,3.758561458
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,0.622997351
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,0.460265307
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,0.935276066
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,2.436386662
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,1.627800196
CM>EX Hits>CRs,sphere,FALSE,TRUE,Left IPS,cm,cr,1.529618204
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,6.459302279
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,4.393980604
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,3.431766638
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,3.798113016
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,0.621664495
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,0.603578878
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,2.516158008
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,3.080137198
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,1.97148807
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,4.291755924
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,3.622341413
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,2.73107586
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,1.099368975
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,2.459117454
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,0.795035038
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,-0.114903087
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,2.715376483
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,4.877736266
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,1.220792771
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,2.410888612
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,3.447644811
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,2.266807068
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,2.337202476
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,hit,1.893141753
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,6.550442861
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,4.211625659
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,3.252947706
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,3.479926256
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,0.684242444
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,0.500423535
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,2.30729665
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,3.061169092
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,1.938964949
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,4.425244313
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,2.954609529
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,2.612882697
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,0.693807535
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,1.917848624
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,0.891514981
CM>EX Hits>CRs,sphere,FALSE,TRUE,Right IPS,ex,cr,-0.138370225
